"flight_date","source","destination","price","currency","company","scrape_date"
"2023-04-25 06:00:00","OPO","BSL",40.49,"EUR","EasyJet","2023-02-27"
"2023-04-25 06:00:00","OPO","BSL",41.49,"EUR","EasyJet","2023-03-04"
"2023-04-25 06:00:00","OPO","BSL",32.99,"EUR","EasyJet","2023-03-08"
"2023-04-25 06:00:00","OPO","BSL",46.49,"EUR","EasyJet","2023-03-11"
"2023-04-25 06:00:00","OPO","BSL",41.49,"EUR","EasyJet","2023-03-13"
"2023-04-25 06:10:00","BSL","LIS",93.55,"EUR","EasyJet","2023-02-27"
"2023-04-25 06:10:00","BSL","LIS",114.37,"EUR","EasyJet","2023-03-04"
"2023-04-25 06:10:00","BSL","LIS",97.06,"EUR","EasyJet","2023-03-08"
"2023-04-25 06:10:00","BSL","LIS",98.18,"EUR","EasyJet","2023-03-11"
"2023-04-25 06:10:00","BSL","LIS",80.84,"EUR","EasyJet","2023-03-13"
"2023-04-25 08:35:00","LIS","BSL",98.99,"EUR","EasyJet","2023-02-27"
"2023-04-25 08:35:00","LIS","BSL",110.99,"EUR","EasyJet","2023-03-04"
"2023-04-25 08:35:00","LIS","BSL",152.99,"EUR","EasyJet","2023-03-08"
"2023-04-25 08:35:00","LIS","BSL",152.99,"EUR","EasyJet","2023-03-11"
"2023-04-25 08:35:00","LIS","BSL",143.49,"EUR","EasyJet","2023-03-13"
"2023-04-25 10:10:00","BSL","OPO",83.48,"EUR","EasyJet","2023-02-27"
"2023-04-25 10:10:00","BSL","OPO",74.19,"EUR","EasyJet","2023-03-04"
"2023-04-25 11:35:00","BSL","IBZ",26.47,"EUR","EasyJet","2023-03-04"
"2023-04-25 11:35:00","BSL","IBZ",21.51,"EUR","EasyJet","2023-03-08"
"2023-04-25 11:35:00","BSL","IBZ",21.76,"EUR","EasyJet","2023-03-11"
"2023-04-25 11:35:00","BSL","IBZ",21.89,"EUR","EasyJet","2023-03-13"
"2023-04-25 12:35:00","NCE","BSL",28.55,"EUR","EasyJet","2023-03-04"
"2023-04-25 13:40:00","OTP","GVA",649,"RON","WizzAir","2023-03-13"
"2023-04-25 14:10:00","IBZ","BSL",54.99,"EUR","EasyJet","2023-03-04"
"2023-04-25 14:10:00","IBZ","BSL",36.99,"EUR","EasyJet","2023-03-08"
"2023-04-25 14:10:00","IBZ","BSL",36.99,"EUR","EasyJet","2023-03-11"
"2023-04-25 14:10:00","IBZ","BSL",36.99,"EUR","EasyJet","2023-03-13"
"2023-04-25 16:05:00","GVA","OTP",60.99,"CHF","WizzAir","2023-03-13"
"2023-04-25 17:45:00","NCE","BSL",28.55,"EUR","EasyJet","2023-02-27"
"2023-04-25 17:45:00","NCE","BSL",38.55,"EUR","EasyJet","2023-03-04"
"2023-04-25 17:45:00","NCE","BSL",34.55,"EUR","EasyJet","2023-03-08"
"2023-04-25 17:45:00","NCE","BSL",36.05,"EUR","EasyJet","2023-03-11"
"2023-04-25 17:45:00","NCE","BSL",31.05,"EUR","EasyJet","2023-03-13"
"2023-04-25 18:15:00","BSL","BOD",57.75,"EUR","EasyJet","2023-02-27"
"2023-04-25 18:15:00","BSL","BOD",59.33,"EUR","EasyJet","2023-03-04"
"2023-04-25 19:05:00","AMS","BSL",95.92,"EUR","EasyJet","2023-02-27"
"2023-04-25 19:05:00","AMS","BSL",105.42,"EUR","EasyJet","2023-03-04"
"2023-04-25 19:05:00","AMS","BSL",137.92,"EUR","EasyJet","2023-03-08"
"2023-04-25 19:05:00","AMS","BSL",137.92,"EUR","EasyJet","2023-03-11"
"2023-04-25 19:05:00","AMS","BSL",110.42,"EUR","EasyJet","2023-03-13"
"2023-04-25 19:25:00","BSL","NCE",21.51,"EUR","EasyJet","2023-02-27"
"2023-04-25 19:25:00","BSL","NCE",27.98,"EUR","EasyJet","2023-03-04"
"2023-04-25 19:25:00","BSL","NCE",33.09,"EUR","EasyJet","2023-03-08"
"2023-04-25 19:25:00","BSL","NCE",33.47,"EUR","EasyJet","2023-03-11"
"2023-04-25 19:25:00","BSL","NCE",41.37,"EUR","EasyJet","2023-03-13"
"2023-04-25 20:50:00","BSL","AMS",44.18,"EUR","EasyJet","2023-02-27"
"2023-04-25 20:50:00","BSL","AMS",44.05,"EUR","EasyJet","2023-03-04"
"2023-04-25 20:50:00","BSL","AMS",45.68,"EUR","EasyJet","2023-03-08"
"2023-04-25 20:50:00","BSL","AMS",46.21,"EUR","EasyJet","2023-03-11"
"2023-04-25 20:50:00","BSL","AMS",47.53,"EUR","EasyJet","2023-03-13"
"2023-04-25 21:20:00","BSL","OPO",96.05,"EUR","EasyJet","2023-03-08"
"2023-04-25 21:20:00","BSL","OPO",86.97,"EUR","EasyJet","2023-03-11"
"2023-04-25 21:20:00","BSL","OPO",87.51,"EUR","EasyJet","2023-03-13"
"2023-04-26 06:30:00","BSL","BIA",99.3,"EUR","EasyJet","2023-02-27"
"2023-04-26 06:30:00","BSL","BIA",112.44,"EUR","EasyJet","2023-03-04"
"2023-04-26 07:50:00","AMS","CPH",128.74,"EUR","EasyJet","2023-03-04"
"2023-04-26 13:00:00","OTP","BSL",499,"RON","WizzAir","2023-03-11"
"2023-04-26 13:00:00","OTP","BSL",499,"RON","WizzAir","2023-03-13"
"2023-04-26 13:40:00","MLA","OTP",46.74,"EUR","RyanAir","2023-02-27"
"2023-04-26 14:35:00","IBZ","BRS",52.54,"EUR","EasyJet","2023-03-04"
"2023-04-26 14:40:00","BSL","NAP",138.97,"EUR","EasyJet","2023-03-04"
"2023-04-26 15:10:00","BSL","OTP",80.99,"CHF","WizzAir","2023-03-11"
"2023-04-26 15:10:00","BSL","OTP",80.99,"CHF","WizzAir","2023-03-13"
"2023-04-26 15:15:00","AMS","BSL",136.92,"EUR","EasyJet","2023-02-27"
"2023-04-26 15:15:00","AMS","BSL",140.42,"EUR","EasyJet","2023-03-04"
"2023-04-26 15:15:00","AMS","BSL",129.42,"EUR","EasyJet","2023-03-08"
"2023-04-26 15:15:00","AMS","BSL",129.42,"EUR","EasyJet","2023-03-11"
"2023-04-26 15:15:00","AMS","BSL",131.92,"EUR","EasyJet","2023-03-13"
"2023-04-26 16:45:00","LIS","BSL",92.99,"EUR","EasyJet","2023-02-27"
"2023-04-26 16:45:00","LIS","BSL",95.49,"EUR","EasyJet","2023-03-04"
"2023-04-26 16:45:00","LIS","BSL",115.99,"EUR","EasyJet","2023-03-08"
"2023-04-26 16:45:00","LIS","BSL",115.99,"EUR","EasyJet","2023-03-11"
"2023-04-26 16:45:00","LIS","BSL",115.99,"EUR","EasyJet","2023-03-13"
"2023-04-26 17:05:00","BSL","AMS",73.4,"EUR","EasyJet","2023-02-27"
"2023-04-26 17:05:00","BSL","AMS",73.18,"EUR","EasyJet","2023-03-04"
"2023-04-26 17:05:00","BSL","AMS",75.91,"EUR","EasyJet","2023-03-08"
"2023-04-26 17:05:00","BSL","AMS",76.78,"EUR","EasyJet","2023-03-11"
"2023-04-26 17:05:00","BSL","AMS",67.01,"EUR","EasyJet","2023-03-13"
"2023-04-26 17:15:00","OTP","MLA",27.9,"EUR","RyanAir","2023-02-27"
"2023-04-26 17:45:00","BSL","OPO",64.14,"EUR","EasyJet","2023-03-04"
"2023-04-26 17:45:00","BSL","OPO",76.78,"EUR","EasyJet","2023-03-11"
"2023-04-26 19:45:00","BSL","NCE",21.51,"EUR","EasyJet","2023-02-27"
"2023-04-26 19:45:00","BSL","NCE",21.45,"EUR","EasyJet","2023-03-04"
"2023-04-26 19:45:00","BSL","NCE",23.02,"EUR","EasyJet","2023-03-08"
"2023-04-26 19:45:00","BSL","NCE",21.76,"EUR","EasyJet","2023-03-11"
"2023-04-26 19:45:00","BSL","NCE",18.3,"EUR","EasyJet","2023-03-13"
"2023-04-26 19:50:00","OPO","BSL",38.99,"EUR","EasyJet","2023-02-27"
"2023-04-26 19:50:00","OPO","BSL",48.99,"EUR","EasyJet","2023-03-04"
"2023-04-26 19:50:00","OPO","BSL",36.99,"EUR","EasyJet","2023-03-08"
"2023-04-26 19:50:00","OPO","BSL",46.49,"EUR","EasyJet","2023-03-11"
"2023-04-26 19:50:00","OPO","BSL",52.49,"EUR","EasyJet","2023-03-13"
"2023-04-26 20:40:00","BSL","OPO",69.37,"EUR","EasyJet","2023-02-27"
"2023-04-26 20:40:00","BSL","OPO",71.88,"EUR","EasyJet","2023-03-08"
"2023-04-26 20:40:00","BSL","OPO",88.53,"EUR","EasyJet","2023-03-13"
"2023-04-26 21:00:00","BSL","LIS",167.61,"EUR","EasyJet","2023-02-27"
"2023-04-26 21:00:00","BSL","LIS",136.97,"EUR","EasyJet","2023-03-04"
"2023-04-26 21:00:00","BSL","LIS",114.69,"EUR","EasyJet","2023-03-08"
"2023-04-26 21:00:00","BSL","LIS",116.01,"EUR","EasyJet","2023-03-11"
"2023-04-26 21:00:00","BSL","LIS",116.73,"EUR","EasyJet","2023-03-13"
"2023-04-26 21:30:00","NCE","BSL",27.55,"EUR","EasyJet","2023-02-27"
"2023-04-26 21:30:00","NCE","BSL",27.55,"EUR","EasyJet","2023-03-04"
"2023-04-26 21:30:00","NCE","BSL",28.55,"EUR","EasyJet","2023-03-08"
"2023-04-26 21:30:00","NCE","BSL",27.55,"EUR","EasyJet","2023-03-11"
"2023-04-26 21:30:00","NCE","BSL",27.55,"EUR","EasyJet","2023-03-13"
"2023-04-27 06:10:00","BSL","LIS",136.97,"EUR","EasyJet","2023-03-04"
"2023-04-27 06:10:00","BSL","LIS",141.38,"EUR","EasyJet","2023-03-08"
"2023-04-27 06:10:00","BSL","AMS",54.87,"EUR","EasyJet","2023-03-11"
"2023-04-27 06:10:00","BSL","LIS",143.02,"EUR","EasyJet","2023-03-11"
"2023-04-27 06:10:00","BSL","AMS",55.22,"EUR","EasyJet","2023-03-13"
"2023-04-27 06:10:00","BSL","LIS",139.79,"EUR","EasyJet","2023-03-13"
"2023-04-27 06:15:00","OPO","BSL",60.99,"EUR","EasyJet","2023-03-04"
"2023-04-27 06:15:00","OPO","BSL",60.99,"EUR","EasyJet","2023-03-08"
"2023-04-27 06:15:00","OPO","BSL",60.99,"EUR","EasyJet","2023-03-11"
"2023-04-27 06:15:00","OPO","BSL",53.49,"EUR","EasyJet","2023-03-13"
"2023-04-27 08:15:00","AMS","BSL",122.42,"EUR","EasyJet","2023-03-08"
"2023-04-27 08:15:00","AMS","BSL",109.42,"EUR","EasyJet","2023-03-13"
"2023-04-27 08:35:00","LIS","BSL",90.99,"EUR","EasyJet","2023-03-04"
"2023-04-27 08:35:00","LIS","BSL",83.49,"EUR","EasyJet","2023-03-08"
"2023-04-27 08:35:00","LIS","BSL",86.99,"EUR","EasyJet","2023-03-11"
"2023-04-27 08:35:00","LIS","BSL",83.49,"EUR","EasyJet","2023-03-13"
"2023-04-27 10:15:00","BSL","OPO",90.76,"EUR","EasyJet","2023-03-04"
"2023-04-27 10:15:00","BSL","OPO",104.81,"EUR","EasyJet","2023-03-11"
"2023-04-27 10:15:00","BSL","OPO",92.63,"EUR","EasyJet","2023-03-13"
"2023-04-27 10:30:00","BSL","NCE",40.65,"EUR","EasyJet","2023-03-08"
"2023-04-27 10:30:00","BSL","NCE",41.12,"EUR","EasyJet","2023-03-11"
"2023-04-27 12:20:00","NCE","BSL",27.55,"EUR","EasyJet","2023-03-04"
"2023-04-27 12:20:00","NCE","BSL",30.05,"EUR","EasyJet","2023-03-08"
"2023-04-27 12:20:00","NCE","BSL",28.55,"EUR","EasyJet","2023-03-11"
"2023-04-27 12:20:00","NCE","BSL",30.05,"EUR","EasyJet","2023-03-13"
"2023-04-27 12:45:00","AMS","BSL",110.42,"EUR","EasyJet","2023-03-04"
"2023-04-27 13:15:00","OTP","GVA",599,"RON","WizzAir","2023-03-13"
"2023-04-27 15:15:00","BSL","AMS",46.56,"EUR","EasyJet","2023-03-04"
"2023-04-27 15:15:00","BSL","AMS",55.76,"EUR","EasyJet","2023-03-08"
"2023-04-27 15:15:00","BSL","AMS",74.24,"EUR","EasyJet","2023-03-11"
"2023-04-27 15:15:00","BSL","AMS",74.7,"EUR","EasyJet","2023-03-13"
"2023-04-27 15:35:00","GVA","OTP",100.99,"CHF","WizzAir","2023-03-13"
"2023-04-27 16:40:00","BSL","IBZ",163.59,"EUR","EasyJet","2023-03-04"
"2023-04-27 16:40:00","BSL","IBZ",143.9,"EUR","EasyJet","2023-03-08"
"2023-04-27 16:40:00","BSL","IBZ",146.46,"EUR","EasyJet","2023-03-13"
"2023-04-27 17:15:00","AMS","BSL",118.92,"EUR","EasyJet","2023-03-04"
"2023-04-27 17:15:00","AMS","BSL",121.42,"EUR","EasyJet","2023-03-11"
"2023-04-27 17:45:00","NCE","BSL",50.55,"EUR","EasyJet","2023-03-04"
"2023-04-27 17:45:00","NCE","BSL",39.55,"EUR","EasyJet","2023-03-08"
"2023-04-27 17:45:00","NCE","BSL",39.55,"EUR","EasyJet","2023-03-11"
"2023-04-27 17:45:00","NCE","BSL",44.55,"EUR","EasyJet","2023-03-13"
"2023-04-27 19:15:00","IBZ","BSL",70.99,"EUR","EasyJet","2023-03-04"
"2023-04-27 19:15:00","IBZ","BSL",60.99,"EUR","EasyJet","2023-03-08"
"2023-04-27 19:15:00","IBZ","BSL",60.99,"EUR","EasyJet","2023-03-11"
"2023-04-27 19:15:00","IBZ","BSL",60.99,"EUR","EasyJet","2023-03-13"
"2023-04-27 19:25:00","BSL","NCE",30.49,"EUR","EasyJet","2023-03-04"
"2023-04-27 19:25:00","BSL","NCE",55.76,"EUR","EasyJet","2023-03-08"
"2023-04-27 19:25:00","BSL","NCE",47.23,"EUR","EasyJet","2023-03-11"
"2023-04-27 21:20:00","BSL","OPO",93.53,"EUR","EasyJet","2023-03-08"
"2023-04-28 06:10:00","BSL","AMS",93.27,"EUR","EasyJet","2023-03-04"
"2023-04-28 06:10:00","BSL","AMS",119.73,"EUR","EasyJet","2023-03-08"
"2023-04-28 06:30:00","BSL","NCE",29.07,"EUR","EasyJet","2023-02-27"
"2023-04-28 06:30:00","BSL","NCE",75.63,"EUR","EasyJet","2023-02-27"
"2023-04-28 06:30:00","BSL","NCE",25.47,"EUR","EasyJet","2023-03-04"
"2023-04-28 06:30:00","BSL","NCE",79.37,"EUR","EasyJet","2023-03-04"
"2023-04-28 06:30:00","BSL","NCE",30.57,"EUR","EasyJet","2023-03-08"
"2023-04-28 06:30:00","BSL","NCE",90.48,"EUR","EasyJet","2023-03-08"
"2023-04-28 06:30:00","BSL","NCE",31.95,"EUR","EasyJet","2023-03-11"
"2023-04-28 06:30:00","BSL","NCE",93.1,"EUR","EasyJet","2023-03-11"
"2023-04-28 06:30:00","BSL","NCE",37.27,"EUR","EasyJet","2023-03-13"
"2023-04-28 06:30:00","BSL","NCE",111.05,"EUR","EasyJet","2023-03-13"
"2023-04-28 06:35:00","LIS","NCE",190.49,"EUR","EasyJet","2023-03-08"
"2023-04-28 06:35:00","LIS","NCE",156.39,"EUR","EasyJet","2023-03-13"
"2023-04-28 07:00:00","OPO","BSL",71.49,"EUR","EasyJet","2023-02-27"
"2023-04-28 07:00:00","OPO","BSL",71.49,"EUR","EasyJet","2023-03-04"
"2023-04-28 07:00:00","OPO","BSL",64.49,"EUR","EasyJet","2023-03-08"
"2023-04-28 07:00:00","OPO","BSL",64.49,"EUR","EasyJet","2023-03-11"
"2023-04-28 07:00:00","OPO","BSL",77.49,"EUR","EasyJet","2023-03-13"
"2023-04-28 08:15:00","AMS","BSL",99.42,"EUR","EasyJet","2023-02-27"
"2023-04-28 08:20:00","NCE","BSL",36.05,"EUR","EasyJet","2023-02-27"
"2023-04-28 08:20:00","NCE","BSL",44.55,"EUR","EasyJet","2023-03-04"
"2023-04-28 08:20:00","NCE","BSL",37.05,"EUR","EasyJet","2023-03-08"
"2023-04-28 08:20:00","NCE","BSL",38.55,"EUR","EasyJet","2023-03-11"
"2023-04-28 08:20:00","NCE","BSL",31.05,"EUR","EasyJet","2023-03-13"
"2023-04-28 11:10:00","BSL","OPO",156.52,"EUR","EasyJet","2023-02-27"
"2023-04-28 11:10:00","BSL","OPO",128.43,"EUR","EasyJet","2023-03-04"
"2023-04-28 11:10:00","BSL","OPO",131.31,"EUR","EasyJet","2023-03-08"
"2023-04-28 11:10:00","BSL","OPO",132.83,"EUR","EasyJet","2023-03-11"
"2023-04-28 11:30:00","OTP","BSL",869,"RON","WizzAir","2023-03-11"
"2023-04-28 11:30:00","OTP","BSL",869,"RON","WizzAir","2023-03-13"
"2023-04-28 11:40:00","BSL","IBZ",191.22,"EUR","EasyJet","2023-03-04"
"2023-04-28 11:40:00","BSL","IBZ",274.86,"EUR","EasyJet","2023-03-08"
"2023-04-28 11:40:00","BSL","IBZ",278.02,"EUR","EasyJet","2023-03-11"
"2023-04-28 11:40:00","BSL","IBZ",283.33,"EUR","EasyJet","2023-03-13"
"2023-04-28 13:40:00","BSL","OTP",130.99,"CHF","WizzAir","2023-03-11"
"2023-04-28 13:40:00","BSL","OTP",120.99,"CHF","WizzAir","2023-03-13"
"2023-04-28 14:15:00","IBZ","BSL",29.99,"EUR","EasyJet","2023-03-04"
"2023-04-28 14:15:00","IBZ","BSL",50.49,"EUR","EasyJet","2023-03-08"
"2023-04-28 14:15:00","IBZ","BSL",50.49,"EUR","EasyJet","2023-03-11"
"2023-04-28 14:15:00","IBZ","BSL",54.99,"EUR","EasyJet","2023-03-13"
"2023-04-28 17:00:00","LIS","BSL",119.49,"EUR","EasyJet","2023-02-27"
"2023-04-28 17:00:00","LIS","BSL",175.99,"EUR","EasyJet","2023-03-04"
"2023-04-28 17:00:00","LIS","BSL",216.99,"EUR","EasyJet","2023-03-08"
"2023-04-28 17:00:00","LIS","BSL",263.49,"EUR","EasyJet","2023-03-13"
"2023-04-28 17:10:00","AMS","BSL",117.42,"EUR","EasyJet","2023-03-04"
"2023-04-28 17:10:00","AMS","BSL",105.42,"EUR","EasyJet","2023-03-08"
"2023-04-28 17:10:00","AMS","BSL",107.92,"EUR","EasyJet","2023-03-11"
"2023-04-28 17:10:00","AMS","BSL",107.92,"EUR","EasyJet","2023-03-13"
"2023-04-28 19:45:00","BSL","NCE",39.14,"EUR","EasyJet","2023-02-27"
"2023-04-28 19:45:00","BSL","NCE",45.56,"EUR","EasyJet","2023-03-04"
"2023-04-28 19:45:00","BSL","NCE",61.8,"EUR","EasyJet","2023-03-08"
"2023-04-28 19:45:00","BSL","NCE",65.06,"EUR","EasyJet","2023-03-11"
"2023-04-28 19:45:00","BSL","NCE",70.59,"EUR","EasyJet","2023-03-13"
"2023-04-28 20:45:00","BSL","AMS",104.64,"EUR","EasyJet","2023-02-27"
"2023-04-28 20:45:00","BSL","AMS",111.86,"EUR","EasyJet","2023-03-04"
"2023-04-28 20:45:00","BSL","AMS",121.24,"EUR","EasyJet","2023-03-08"
"2023-04-28 20:45:00","BSL","AMS",71.69,"EUR","EasyJet","2023-03-11"
"2023-04-28 20:45:00","BSL","AMS",85.98,"EUR","EasyJet","2023-03-13"
"2023-04-28 21:10:00","BSL","OPO",121.85,"EUR","EasyJet","2023-03-13"
"2023-04-28 21:15:00","BSL","LIS",164.07,"EUR","EasyJet","2023-02-27"
"2023-04-28 21:15:00","BSL","LIS",167.11,"EUR","EasyJet","2023-03-04"
"2023-04-28 21:15:00","BSL","LIS",171.6,"EUR","EasyJet","2023-03-08"
"2023-04-28 21:15:00","BSL","LIS",173.59,"EUR","EasyJet","2023-03-11"
"2023-04-28 21:15:00","BSL","LIS",178.24,"EUR","EasyJet","2023-03-13"
"2023-04-29 06:05:00","BSL","NCE",58.28,"EUR","EasyJet","2023-02-27"
"2023-04-29 06:05:00","BSL","NCE",59.12,"EUR","EasyJet","2023-03-04"
"2023-04-29 06:05:00","BSL","NCE",54.18,"EUR","EasyJet","2023-03-13"
"2023-04-29 07:00:00","LIS","BSL",136.49,"EUR","EasyJet","2023-02-27"
"2023-04-29 07:00:00","OPO","BSL",114.99,"EUR","EasyJet","2023-02-27"
"2023-04-29 07:00:00","LIS","BSL",138.99,"EUR","EasyJet","2023-03-04"
"2023-04-29 07:00:00","OPO","BSL",114.99,"EUR","EasyJet","2023-03-04"
"2023-04-29 07:00:00","LIS","BSL",146.99,"EUR","EasyJet","2023-03-08"
"2023-04-29 07:00:00","OPO","BSL",101.49,"EUR","EasyJet","2023-03-08"
"2023-04-29 07:00:00","LIS","BSL",146.99,"EUR","EasyJet","2023-03-11"
"2023-04-29 07:00:00","OPO","BSL",101.49,"EUR","EasyJet","2023-03-11"
"2023-04-29 07:00:00","LIS","BSL",136.49,"EUR","EasyJet","2023-03-13"
"2023-04-29 07:00:00","OPO","BSL",101.49,"EUR","EasyJet","2023-03-13"
"2023-04-29 07:55:00","NCE","BSL",63.55,"EUR","EasyJet","2023-02-27"
"2023-04-29 07:55:00","NCE","BSL",72.05,"EUR","EasyJet","2023-03-04"
"2023-04-29 07:55:00","NCE","BSL",55.05,"EUR","EasyJet","2023-03-08"
"2023-04-29 07:55:00","NCE","BSL",55.05,"EUR","EasyJet","2023-03-11"
"2023-04-29 07:55:00","NCE","BSL",66.05,"EUR","EasyJet","2023-03-13"
"2023-04-29 11:15:00","BSL","LIS",225.53,"EUR","EasyJet","2023-02-27"
"2023-04-29 11:15:00","BSL","LIS",224.87,"EUR","EasyJet","2023-03-04"
"2023-04-29 11:15:00","BSL","LIS",195.28,"EUR","EasyJet","2023-03-08"
"2023-04-29 11:15:00","BSL","LIS",193.97,"EUR","EasyJet","2023-03-11"
"2023-04-29 11:15:00","BSL","LIS",229.5,"EUR","EasyJet","2023-03-13"
"2023-04-29 12:30:00","BSL","LGW",206.3,"EUR","EasyJet","2023-02-27"
"2023-04-29 12:30:00","BSL","LGW",216.77,"EUR","EasyJet","2023-03-04"
"2023-04-29 13:35:00","OTP","GVA",799,"RON","WizzAir","2023-03-13"
"2023-04-29 15:55:00","GVA","OTP",110.99,"CHF","WizzAir","2023-03-13"
"2023-04-29 18:30:00","AMS","BSL",171.42,"EUR","EasyJet","2023-02-27"
"2023-04-29 18:30:00","AMS","BSL",171.42,"EUR","EasyJet","2023-03-04"
"2023-04-29 18:30:00","AMS","BSL",148.92,"EUR","EasyJet","2023-03-08"
"2023-04-29 18:30:00","AMS","BSL",148.92,"EUR","EasyJet","2023-03-11"
"2023-04-29 18:30:00","AMS","BSL",134.42,"EUR","EasyJet","2023-03-13"
"2023-04-29 18:35:00","BSL","IBZ",96.79,"EUR","EasyJet","2023-03-04"
"2023-04-29 18:35:00","BSL","IBZ",91.02,"EUR","EasyJet","2023-03-08"
"2023-04-29 18:35:00","BSL","IBZ",92.06,"EUR","EasyJet","2023-03-11"
"2023-04-29 18:35:00","BSL","IBZ",92.63,"EUR","EasyJet","2023-03-13"
"2023-04-29 18:40:00","BSL","NCE",70.88,"EUR","EasyJet","2023-02-27"
"2023-04-29 18:40:00","BSL","NCE",70.67,"EUR","EasyJet","2023-03-04"
"2023-04-29 18:40:00","BSL","NCE",55.76,"EUR","EasyJet","2023-03-08"
"2023-04-29 18:40:00","BSL","NCE",66.59,"EUR","EasyJet","2023-03-11"
"2023-04-29 18:40:00","BSL","NCE",61.87,"EUR","EasyJet","2023-03-13"
"2023-04-29 20:30:00","BSL","AMS",20.5,"EUR","EasyJet","2023-02-27"
"2023-04-29 20:30:00","BSL","AMS",25.47,"EUR","EasyJet","2023-03-04"
"2023-04-29 20:30:00","BSL","AMS",26.54,"EUR","EasyJet","2023-03-08"
"2023-04-29 20:30:00","BSL","AMS",26.85,"EUR","EasyJet","2023-03-11"
"2023-04-29 20:30:00","BSL","AMS",32.15,"EUR","EasyJet","2023-03-13"
"2023-04-29 21:10:00","IBZ","BSL",100.99,"EUR","EasyJet","2023-03-04"
"2023-04-29 21:10:00","IBZ","BSL",104.49,"EUR","EasyJet","2023-03-08"
"2023-04-29 21:10:00","IBZ","BSL",104.49,"EUR","EasyJet","2023-03-11"
"2023-04-29 21:10:00","IBZ","BSL",104.49,"EUR","EasyJet","2023-03-13"
"2023-04-29 21:25:00","BSL","OPO",68.36,"EUR","EasyJet","2023-02-27"
"2023-04-29 21:25:00","BSL","OPO",93.27,"EUR","EasyJet","2023-03-04"
"2023-04-29 21:25:00","BSL","OPO",114.69,"EUR","EasyJet","2023-03-08"
"2023-04-29 21:25:00","BSL","OPO",116.01,"EUR","EasyJet","2023-03-11"
"2023-04-29 21:25:00","BSL","OPO",98.78,"EUR","EasyJet","2023-03-13"
"2023-04-30 06:00:00","OPO","BSL",113.49,"EUR","EasyJet","2023-02-27"
"2023-04-30 06:00:00","OPO","BSL",116.99,"EUR","EasyJet","2023-03-04"
"2023-04-30 06:00:00","OPO","BSL",100.49,"EUR","EasyJet","2023-03-08"
"2023-04-30 06:00:00","OPO","BSL",100.49,"EUR","EasyJet","2023-03-11"
"2023-04-30 06:00:00","OPO","BSL",100.49,"EUR","EasyJet","2023-03-13"
"2023-04-30 06:45:00","BSL","NCE",21.51,"EUR","EasyJet","2023-02-27"
"2023-04-30 06:45:00","BSL","NCE",67.32,"EUR","EasyJet","2023-02-27"
"2023-04-30 06:45:00","BSL","NCE",33,"EUR","EasyJet","2023-03-04"
"2023-04-30 06:45:00","BSL","NCE",89.3,"EUR","EasyJet","2023-03-04"
"2023-04-30 06:45:00","BSL","NCE",36.62,"EUR","EasyJet","2023-03-08"
"2023-04-30 06:45:00","BSL","NCE",95.49,"EUR","EasyJet","2023-03-08"
"2023-04-30 06:45:00","BSL","NCE",44.68,"EUR","EasyJet","2023-03-11"
"2023-04-30 06:45:00","BSL","NCE",96.65,"EUR","EasyJet","2023-03-11"
"2023-04-30 06:45:00","BSL","NCE",44.96,"EUR","EasyJet","2023-03-13"
"2023-04-30 06:45:00","BSL","NCE",100.81,"EUR","EasyJet","2023-03-13"
"2023-04-30 07:00:00","LIS","BSL",184.49,"EUR","EasyJet","2023-02-27"
"2023-04-30 07:00:00","LIS","BSL",187.99,"EUR","EasyJet","2023-03-04"
"2023-04-30 07:00:00","LIS","BSL",156.99,"EUR","EasyJet","2023-03-08"
"2023-04-30 07:00:00","LIS","BSL",160.49,"EUR","EasyJet","2023-03-11"
"2023-04-30 07:00:00","LIS","BSL",160.49,"EUR","EasyJet","2023-03-13"
"2023-04-30 07:10:00","MLA","OTP",81.42,"EUR","RyanAir","2023-02-27"
"2023-04-30 08:05:00","BSL","IBZ",35.51,"EUR","EasyJet","2023-03-04"
"2023-04-30 08:05:00","BSL","IBZ",31.58,"EUR","EasyJet","2023-03-08"
"2023-04-30 08:05:00","BSL","IBZ",31.94,"EUR","EasyJet","2023-03-11"
"2023-04-30 08:05:00","BSL","IBZ",32.14,"EUR","EasyJet","2023-03-13"
"2023-04-30 08:35:00","NCE","BSL",91.05,"EUR","EasyJet","2023-02-27"
"2023-04-30 08:35:00","NCE","BSL",91.05,"EUR","EasyJet","2023-03-04"
"2023-04-30 08:35:00","NCE","BSL",91.05,"EUR","EasyJet","2023-03-08"
"2023-04-30 08:35:00","NCE","BSL",91.05,"EUR","EasyJet","2023-03-11"
"2023-04-30 08:35:00","NCE","BSL",104.55,"EUR","EasyJet","2023-03-13"
"2023-04-30 10:00:00","BSL","OPO",99.3,"EUR","EasyJet","2023-03-04"
"2023-04-30 10:00:00","BSL","OPO",97.06,"EUR","EasyJet","2023-03-08"
"2023-04-30 10:00:00","BSL","OPO",100.73,"EUR","EasyJet","2023-03-11"
"2023-04-30 10:00:00","BSL","OPO",115.7,"EUR","EasyJet","2023-03-13"
"2023-04-30 10:45:00","IBZ","BSL",280.99,"EUR","EasyJet","2023-03-04"
"2023-04-30 10:45:00","IBZ","BSL",297.49,"EUR","EasyJet","2023-03-08"
"2023-04-30 10:45:00","IBZ","BSL",297.49,"EUR","EasyJet","2023-03-11"
